"","id","area","date"
"Athena50","Athena",4.07881827392578,2023-07-29
"Athena51","Athena",4.26790673828125,2023-07-30
"Athena52","Athena",3.4495751953125,2023-07-31
"Athena53","Athena",16.5279111938477,2023-08-01
"Athena54","Athena",5.71283946533203,2023-08-02
"Athena55","Athena",3.10430187988281,2023-08-03
"Aurora","Aurora",24.9023126464844,2023-06-09
"Aurora1","Aurora",9.09405594482422,2023-06-10
"Aurora2","Aurora",6.20753485107422,2023-06-11
"Aurora3","Aurora",10.6583918945313,2023-06-12
"Aurora4","Aurora",8.92479626464844,2023-06-13
"Aurora5","Aurora",8.42282030029297,2023-06-14
"Aurora6","Aurora",10.7646268798828,2023-06-15
"Aurora7","Aurora",9.82089921875,2023-06-16
"Aurora8","Aurora",10.8133551269531,2023-06-17
"Aurora9","Aurora",9.52081877441406,2023-06-18
"Aurora10","Aurora",12.571070324707,2023-06-19
"Aurora11","Aurora",6.7488169921875,2023-06-20
"Aurora12","Aurora",6.48986555175781,2023-06-21
"Aurora13","Aurora",7.25210577392578,2023-06-22
"Aurora14","Aurora",8.67531871337891,2023-06-23
"Aurora15","Aurora",5.47315679931641,2023-06-24
"Aurora16","Aurora",7.91164132080078,2023-06-25
"Aurora17","Aurora",6.48780471191406,2023-06-26
"Aurora18","Aurora",11.6439618652344,2023-06-27
"Aurora19","Aurora",10.4111984741211,2023-06-28
"Aurora20","Aurora",34.8367834960938,2023-06-29
"Aurora21","Aurora",19.512473034668,2023-06-30
"Aurora22","Aurora",7.49856577148438,2023-07-01
"Aurora23","Aurora",13.9560798461914,2023-07-02
"Aurora24","Aurora",37.8891235961914,2023-07-03
"Aurora25","Aurora",26.1583930786133,2023-07-04
"Aurora26","Aurora",15.8057394287109,2023-07-05
"Aurora27","Aurora",32.6450982299805,2023-07-06
"Aurora28","Aurora",24.917044909668,2023-07-07
"Aurora29","Aurora",27.1285093505859,2023-07-08
"Aurora30","Aurora",8.18780218505859,2023-07-09
"Aurora31","Aurora",9.53137470703125,2023-07-10
"Aurora32","Aurora",15.5347328491211,2023-07-11
"Aurora33","Aurora",36.4235411865234,2023-07-12
"Aurora34","Aurora",32.3197089599609,2023-07-13
"Aurora35","Aurora",4.33359547119141,2023-07-14
"Aurora36","Aurora",7.18478264160156,2023-07-15
"Aurora37","Aurora",8.72000316162109,2023-07-16
"Aurora38","Aurora",19.4966377685547,2023-07-17
"Aurora39","Aurora",20.6486823486328,2023-07-18
"Aurora40","Aurora",21.3944569580078,2023-07-19
"Aurora41","Aurora",5.67195893554687,2023-07-20
"Aurora42","Aurora",6.74541014404297,2023-07-21
"Aurora43","Aurora",9.23938110351562,2023-07-22
"Aurora44","Aurora",11.1155789428711,2023-07-23
"Aurora45","Aurora",37.8981115234375,2023-07-24
"Aurora46","Aurora",28.2636870727539,2023-07-25
"Aurora47","Aurora",17.5519451049805,2023-07-26
"Aurora48","Aurora",13.7769748168945,2023-07-27
"Aurora49","Aurora",3.95799919433594,2023-07-28
"Aurora50","Aurora",2.08544187011719,2023-07-29
"Aurora51","Aurora",6.02618500976562,2023-07-30
"Aurora52","Aurora",16.6792932617188,2023-07-31
"Aurora53","Aurora",25.4515986450195,2023-08-01
"Aurora54","Aurora",5.81431732177734,2023-08-02
"Aurora55","Aurora",5.26843881835937,2023-08-03
"Aurora56","Aurora",0.417971008300781,2022-10-25
"Aurora57","Aurora",0.339427722167969,2022-10-26
"Aurora58","Aurora",1.097355859375,2022-10-27
"Aurora59","Aurora",3.19038336181641,2022-10-28
"Aurora60","Aurora",0.355263537597656,2022-10-29
"Aurora61","Aurora",1.83520339355469,2022-10-30
"Aurora62","Aurora",0.428110864257812,2022-10-31
"Aurora63","Aurora",1.03081407470703,2022-11-01
"Aurora64","Aurora",0.655484680175781,2022-11-02
"Aurora65","Aurora",0.875019384765625,2022-11-03
"Aurora66","Aurora",2.00330395507812,2022-11-04
"Aurora67","Aurora",0.85051650390625,2022-11-05
"Aurora68","Aurora",0.55182861328125,2022-11-06
"Aurora69","Aurora",2.37084522705078,2022-11-07
"Aurora70","Aurora",2.82319464111328,2022-11-08
"Aurora71","Aurora",0.292686364746094,2022-11-09
"Aurora72","Aurora",0.1719724609375,2022-11-10
"Aurora73","Aurora",0.514151428222656,2022-11-11
"Aurora74","Aurora",0.765937817382813,2022-11-12
"Aurora75","Aurora",0.296366284179688,2022-11-13
"Aurora76","Aurora",0.349180517578125,2022-11-14
"Aurora77","Aurora",1.55533231201172,2022-11-15
"Aurora78","Aurora",0.467352819824219,2022-11-16
"Aurora79","Aurora",0.843476745605469,2022-11-17
"Aurora80","Aurora",0.723903552246094,2022-11-18
"Aurora81","Aurora",0.592318359375,2022-11-19
"Aurora82","Aurora",1.70296192626953,2022-11-20
"Aurora83","Aurora",3.17410856933594,2022-11-21
"Aurora84","Aurora",2.34926468505859,2022-11-22
"Aurora85","Aurora",0.575161669921875,2022-11-23
"Aurora86","Aurora",0.295982922363281,2022-11-24
"Aurora87","Aurora",0.60220966796875,2022-11-25
"Aurora88","Aurora",0.214224572753906,2022-11-26
"Aurora89","Aurora",0.116837390136719,2022-11-27
"Aurora90","Aurora",0.0773856689453125,2022-11-28
"Aurora91","Aurora",0.5925974609375,2022-11-29
"Aurora92","Aurora",0.27279853515625,2022-11-30
"Aurora93","Aurora",0.276551892089844,2022-12-01
"Aurora94","Aurora",0.827712756347656,2022-12-02
"Aurora95","Aurora",0.824072106933594,2022-12-03
"Aurora96","Aurora",1.39907854003906,2022-12-04
"Aurora97","Aurora",3.09768929443359,2022-12-05
"Aurora98","Aurora",0.559633666992188,2022-12-06
"Aurora99","Aurora",0.68494345703125,2022-12-07
"Aurora100","Aurora",0.502483605957031,2022-12-08
"Aurora101","Aurora",0.743077209472656,2022-12-09
"Aurora102","Aurora",2.22880388183594,2022-12-10
"Aurora103","Aurora",1.99532437744141,2022-12-11
"Aurora104","Aurora",1.4012888671875,2022-12-12
"Aurora105","Aurora",0.176901330566406,2022-12-13
"Aurora106","Aurora",0.353016479492188,2022-12-14
"Aurora107","Aurora",0.764446154785156,2022-12-15
"Aurora108","Aurora",0.745208825683594,2022-12-16
"Aurora109","Aurora",0.633255114746094,2022-12-17
"Aurora110","Aurora",0.166873901367187,2022-12-18
"Aurora111","Aurora",0.871318090820313,2022-12-19
"Aurora112","Aurora",0.48948896484375,2022-12-20
"Aurora113","Aurora",0.637251049804687,2022-12-21
"Aurora114","Aurora",0.569369470214844,2022-12-22
"Aurora115","Aurora",0.334920471191406,2022-12-23
"Aurora116","Aurora",0.329963757324219,2022-12-24
"Aurora117","Aurora",0.735923779296875,2022-12-25
"Aurora118","Aurora",0.888014965820312,2022-12-26
"Aurora119","Aurora",4.32024815673828,2022-12-27
"Aurora120","Aurora",0.813206530761719,2022-12-28
"Aurora121","Aurora",0.200696997070312,2022-12-29
"Aurora122","Aurora",0.504509399414062,2022-12-30
"Aurora123","Aurora",0.724531665039063,2022-12-31
"Aurora124","Aurora",1.12406831054687,2023-01-01
"Aurora125","Aurora",3.76320677490234,2023-01-02
"Aurora126","Aurora",3.68728828125,2023-01-03
"Aurora127","Aurora",1.56263992919922,2023-01-04
"Aurora128","Aurora",0.506437927246094,2023-01-05
"Aurora129","Aurora",0.873567639160156,2023-01-06
"Aurora130","Aurora",2.01515496826172,2023-01-07
"Aurora131","Aurora",2.85665544433594,2023-01-08
"Aurora132","Aurora",3.07604055175781,2023-01-09
"Aurora133","Aurora",1.61079832763672,2023-01-10
"Aurora134","Aurora",1.98165725097656,2023-01-11
"Aurora135","Aurora",13.9085775268555,2023-01-12
"Aurora136","Aurora",8.4383330078125,2023-01-13
"Aurora137","Aurora",12.6913242797852,2023-01-14
"Aurora138","Aurora",2.68548344726563,2023-01-15
"Aurora139","Aurora",4.15901956787109,2023-01-16
"Aurora140","Aurora",1.71504311523438,2023-01-17
"Aurora141","Aurora",14.1018397338867,2023-01-18
"Aurora142","Aurora",14.7952345214844,2023-01-19
"Aurora143","Aurora",0.435357580566406,2023-01-20
"Aurora144","Aurora",0.588086682128906,2023-01-21
"Aurora145","Aurora",0.251762951660156,2023-01-22
"Aurora146","Aurora",1.37694163818359,2023-01-23
"Aurora147","Aurora",2.52507650146484,2023-01-24
"Aurora148","Aurora",0.97299306640625,2023-01-25
"Aurora149","Aurora",0.77349912109375,2023-01-26
"Aurora150","Aurora",2.62391629638672,2023-01-27
"Aurora151","Aurora",1.08603201904297,2023-01-28
"Aurora152","Aurora",3.78923305664062,2023-01-29
"Aurora153","Aurora",1.88992918701172,2023-01-30
"Aurora154","Aurora",1.37666710205078,2023-01-31
"Aurora155","Aurora",0.435155163574219,2023-02-01
"Aurora156","Aurora",0.745237268066406,2023-02-02
"Aurora157","Aurora",0.320301489257812,2023-02-03
"Aurora158","Aurora",0.301179406738281,2023-02-04
"Aurora159","Aurora",2.93645139160156,2023-02-05
"Aurora160","Aurora",2.10904498291016,2023-02-06
"Aurora161","Aurora",0.444461022949219,2023-02-07
"Aurora162","Aurora",0.589960583496094,2023-02-08
"Aurora163","Aurora",2.28323287353516,2023-02-09
"Aurora164","Aurora",17.8594341064453,2023-02-10
"Aurora165","Aurora",3.37221929931641,2023-02-11
"Aurora166","Aurora",0.540503503417969,2023-02-12
"Aurora167","Aurora",0.526774365234375,2023-02-13
"Aurora168","Aurora",0.226568859863281,2023-02-14
"Aurora169","Aurora",0.836544445800781,2023-02-15
"Aurora170","Aurora",4.60322233886719,2023-02-16
"Aurora171","Aurora",2.54547502441406,2023-02-17
"Aurora172","Aurora",3.19268079833984,2023-02-18
"Aurora173","Aurora",9.53300385742187,2023-02-19
"Aurora174","Aurora",18.7421201416016,2023-02-20
"Aurora175","Aurora",8.81388100585938,2023-02-21
"Aurora176","Aurora",3.17085509033203,2023-02-22
"Aurora177","Aurora",7.05683963623047,2023-02-23
"Aurora178","Aurora",7.30085632324219,2023-02-24
"Aurora179","Aurora",5.64985767822266,2023-02-25
"Aurora180","Aurora",1.95707218017578,2023-02-26
"Aurora181","Aurora",2.60318781738281,2023-02-27
"Aurora182","Aurora",21.0660294799805,2023-02-28
"Aurora183","Aurora",1.22673482666016,2023-03-01
"Aurora184","Aurora",1.09677716064453,2023-03-02
"Aurora185","Aurora",4.41361405029297,2023-03-03
"Aurora186","Aurora",9.37973542480469,2023-03-04
"Aurora187","Aurora",3.63141522216797,2023-03-05
"Aurora188","Aurora",1.86825169677734,2023-03-06
"Aurora189","Aurora",1.53202591552734,2023-03-07
"Aurora190","Aurora",1.34791921386719,2023-03-08
"Aurora191","Aurora",0.808374609375,2023-03-09
"Aurora192","Aurora",3.52354655761719,2023-03-10
"Aurora193","Aurora",9.98407481689453,2023-03-11
"Aurora194","Aurora",10.9465481445312,2023-03-12
"Aurora195","Aurora",2.74474659423828,2023-03-13
"Aurora196","Aurora",7.24267843017578,2023-03-14
"Aurora197","Aurora",7.65118159179687,2023-03-15
"Aurora198","Aurora",3.91784351806641,2023-03-16
"Aurora199","Aurora",2.68008701171875,2023-03-17
"Aurora200","Aurora",7.86555264892578,2023-03-18
"Aurora201","Aurora",4.98480529785156,2023-03-19
"Aurora202","Aurora",9.76819134521484,2023-03-20
"Aurora203","Aurora",6.63391600341797,2023-03-21
"Aurora204","Aurora",2.94381752929687,2023-03-22
"Aurora205","Aurora",8.26585458984375,2023-03-23
"Aurora206","Aurora",3.89493780517578,2023-03-24
"Aurora207","Aurora",2.90512496337891,2023-03-25
"Aurora208","Aurora",10.7268920898437,2023-03-26
"Aurora209","Aurora",10.4289850585937,2023-03-27
"Aurora210","Aurora",2.38650083007813,2023-03-28
"Aurora211","Aurora",2.09920579833984,2023-03-29
"Aurora212","Aurora",4.64823187255859,2023-03-30
"Aurora213","Aurora",3.81068114013672,2023-03-31
"Aurora214","Aurora",2.99971661376953,2023-04-01
"Aurora215","Aurora",12.6994919555664,2023-04-02
"Aurora216","Aurora",5.18738029785156,2023-04-03
"Aurora217","Aurora",7.48612583007812,2023-04-04
"Aurora218","Aurora",10.5482345214844,2023-04-05
"Aurora219","Aurora",5.76857885742187,2023-04-06
"Aurora220","Aurora",3.98456424560547,2023-04-07
"Aurora221","Aurora",4.96755612792969,2023-04-08
"Aurora222","Aurora",7.13957972412109,2023-04-09
"Aurora223","Aurora",20.9099751098633,2023-04-10
"Aurora224","Aurora",5.36628897705078,2023-04-11
"Aurora225","Aurora",8.16331450195312,2023-04-12
"Aurora226","Aurora",8.10869306640625,2023-04-13
"Aurora227","Aurora",17.0116157958984,2023-04-14
"Aurora228","Aurora",11.4148450439453,2023-04-15
"Aurora229","Aurora",8.81138577880859,2023-04-16
"Aurora230","Aurora",11.6065753173828,2023-04-17
"Aurora231","Aurora",9.05495124511719,2023-04-18
"Aurora232","Aurora",11.0971879760742,2023-04-19
"Aurora233","Aurora",2.21204945068359,2023-04-20
"Aurora234","Aurora",6.95052828369141,2023-04-21
"Aurora235","Aurora",25.9889220092773,2023-04-22
"Aurora236","Aurora",6.697717578125,2023-04-23
"Aurora237","Aurora",24.2525243530273,2023-04-24
"Aurora238","Aurora",9.26529211425781,2023-04-25
"Aurora239","Aurora",18.0357019775391,2023-04-26
"Aurora240","Aurora",10.9639971313477,2023-04-27
"Aurora241","Aurora",3.56962700195312,2023-04-28
"Aurora242","Aurora",2.47013161621094,2023-04-29
"Aurora243","Aurora",2.03950578613281,2023-04-30
"Aurora244","Aurora",9.45975068359375,2023-05-01
"Aurora245","Aurora",3.56666973876953,2023-05-02
"Aurora246","Aurora",4.59577170410156,2023-05-03
"Aurora247","Aurora",16.2358003540039,2023-05-04
"Aurora248","Aurora",22.1208561523438,2023-05-05
"Aurora249","Aurora",17.496485168457,2023-05-06
"Aurora250","Aurora",24.767380078125,2023-05-07
"Aurora251","Aurora",23.764504309082,2023-05-08
"Aurora252","Aurora",16.7254710205078,2023-05-09
"Aurora253","Aurora",58.8344739624023,2023-05-10
"Aurora254","Aurora",30.7448833618164,2023-05-11
"Aurora255","Aurora",14.2862468139648,2023-05-12
"Aurora256","Aurora",23.1536521850586,2023-05-13
"Aurora257","Aurora",16.4012272094727,2023-05-14
"Aurora258","Aurora",18.617392199707,2023-05-15
"Aurora259","Aurora",40.0361622680664,2023-05-16
"Aurora260","Aurora",22.1878080322266,2023-05-17
"Aurora261","Aurora",17.9971181030273,2023-05-18
"Aurora262","Aurora",18.0379710449219,2023-05-19
"Aurora263","Aurora",8.88696925048828,2023-05-20
"Aurora264","Aurora",11.6004012451172,2023-05-21
"Aurora265","Aurora",10.8984094970703,2023-05-22
"Aurora266","Aurora",10.2543816772461,2023-05-23
"Aurora267","Aurora",6.57329143066406,2023-05-24
"Aurora268","Aurora",5.43432775878906,2023-05-25
"Aurora269","Aurora",7.71494294433594,2023-05-26
"Aurora270","Aurora",5.81522476806641,2023-05-27
"Aurora271","Aurora",6.34731597900391,2023-05-28
"Aurora272","Aurora",5.13468288574219,2023-05-29
"Aurora273","Aurora",6.19160155029297,2023-05-30
"Aurora274","Aurora",7.27136823730469,2023-05-31
"Aurora275","Aurora",8.7187810546875,2023-06-01
"Aurora276","Aurora",22.3555958251953,2023-06-02
"Aurora277","Aurora",7.40079575195313,2023-06-03
"Aurora278","Aurora",5.31401573486328,2023-06-04
"Aurora279","Aurora",1.84329672851562,2023-06-05
"Aurora280","Aurora",35.806933581543,2023-06-06
"Aurora281","Aurora",25.3907403930664,2023-06-07
"Aurora282","Aurora",6.48143937988281,2023-06-08
"Avery","Avery",0.563471240234375,2023-06-10
"Avery1","Avery",0.849627331542969,2023-06-11
"Avery2","Avery",0.511996411132812,2023-06-12
"Avery3","Avery",0.231730383300781,2023-06-13
"Avery4","Avery",0.371042211914063,2023-06-14
"Avery5","Avery",1.18976999511719,2023-06-15
"Avery6","Avery",2.17154788818359,2023-06-16
"Avery7","Avery",4.20683608398438,2023-06-17
"Avery8","Avery",8.1981904296875,2023-06-18
"Avery9","Avery",5.90210631103516,2023-06-19
"Avery10","Avery",3.51672239990234,2023-06-20
"Avery11","Avery",5.72201851806641,2023-06-21
"Avery12","Avery",5.20614057617188,2023-06-22
"Avery13","Avery",5.22389229736328,2023-06-23
"Avery14","Avery",4.19912882080078,2023-06-24
"Avery15","Avery",5.74282803955078,2023-06-25
"Avery16","Avery",9.64773675537109,2023-06-26
"Avery17","Avery",13.9652165893555,2023-06-27
"Avery18","Avery",12.9943862915039,2023-06-28
"Avery19","Avery",16.9226560180664,2023-06-29
"Avery20","Avery",16.6055709960937,2023-06-30
"Avery21","Avery",12.631059753418,2023-07-01
"Avery22","Avery",14.0198146484375,2023-07-02
"Avery23","Avery",13.9345700317383,2023-07-03
"Avery24","Avery",16.2105436401367,2023-07-04
"Avery25","Avery",13.8320959350586,2023-07-05
"Avery26","Avery",6.01909693603516,2023-07-06
"Avery27","Avery",24.2465315307617,2023-07-07
"Avery28","Avery",2.4246203125,2023-07-08
"Avery29","Avery",10.5442614990234,2023-07-09
"Avery30","Avery",3.83516613769531,2023-07-10
"Avery31","Avery",1.75666102294922,2023-07-11
"Avery32","Avery",1.24459094238281,2023-07-12
"Avery33","Avery",0.271627722167969,2023-07-13
"Avery34","Avery",0.593978564453125,2023-07-14
"Avery35","Avery",0.369171118164063,2023-07-15
"Avery36","Avery",0.410774731445313,2023-07-16
"Avery37","Avery",2.21674846191406,2023-07-17
"Avery38","Avery",1.78241763916016,2023-07-18
"Avery39","Avery",0.50278134765625,2023-07-19
"Avery40","Avery",1.84705828857422,2023-07-20
"Avery41","Avery",1.89395169677734,2023-07-21
"Avery42","Avery",1.65808420410156,2023-07-22
"Avery43","Avery",0.959978515625,2023-07-23
"Avery44","Avery",1.53611038818359,2023-07-24
"Avery45","Avery",1.22183752441406,2023-07-25
"Avery46","Avery",1.19233594970703,2023-07-26
"Avery47","Avery",1.06116743164062,2023-07-27
"Avery48","Avery",0.22974189453125,2023-07-28
"Avery49","Avery",0.637063244628906,2023-07-29
"Avery50","Avery",0.324646960449219,2023-07-30
"Avery51","Avery",1.93999829101563,2023-07-31
"Avery52","Avery",0.971801501464844,2023-08-01
"Avery53","Avery",1.59417469482422,2023-08-02
"Avery54","Avery",1.77694693603516,2023-08-03
"Briar","Briar",8.928277734375,2022-10-29
"Briar1","Briar",1.13650506591797,2022-10-30
"Briar2","Briar",0.145059533691406,2022-10-31
"Briar3","Briar",1.68584538574219,2022-11-01
"Briar4","Briar",2.76720297851563,2022-11-02
"Briar5","Briar",2.04703963623047,2022-11-03
"Briar6","Briar",1.55452572021484,2022-11-04
"Briar7","Briar",1.08595906982422,2022-11-05
"Briar8","Briar",0.178940844726562,2022-11-06
"Briar9","Briar",1.01938697509766,2022-11-07
"Briar10","Briar",1.98253304443359,2022-11-08
"Briar11","Briar",0.333483056640625,2022-11-09
"Briar12","Briar",0.694667053222656,2022-11-10
"Briar13","Briar",3.62032973632813,2022-11-11
"Briar14","Briar",1.20285095214844,2022-11-12
"Briar15","Briar",2.28540061035156,2022-11-13
"Briar16","Briar",1.02062661132813,2022-11-14
"Briar17","Briar",1.64571878662109,2022-11-15
"Briar18","Briar",1.66923266601562,2022-11-16
"Briar19","Briar",1.21905913085938,2022-11-17
"Briar20","Briar",2.08516446533203,2022-11-18
"Briar21","Briar",3.91133039550781,2022-11-19
"Briar22","Briar",0.761320959472656,2022-11-20
"Briar23","Briar",1.08740895996094,2022-11-21
"Briar24","Briar",1.60390625,2022-11-22
"Briar25","Briar",0.618329089355469,2022-11-23
"Briar26","Briar",0.388436755371094,2022-11-24
"Briar27","Briar",0.827664367675781,2022-11-25
"Briar28","Briar",1.33298173828125,2022-11-26
"Briar29","Briar",1.06200583496094,2022-11-27
"Briar30","Briar",3.68682478027344,2022-11-28
"Briar31","Briar",2.70623742675781,2022-11-29
"Briar32","Briar",3.10967683105469,2022-11-30
"Briar33","Briar",1.44932340087891,2022-12-01
"Briar34","Briar",10.2826691040039,2022-12-02
"Briar35","Briar",10.0283497680664,2022-12-03
"Briar36","Briar",12.6562896606445,2022-12-04
"Briar37","Briar",1.08447014160156,2022-12-05
"Briar38","Briar",2.74929230957031,2022-12-06
"Briar39","Briar",0.758260803222656,2022-12-07
"Briar40","Briar",1.17586867675781,2022-12-08
"Briar41","Briar",2.44158872070313,2022-12-09
"Briar42","Briar",7.62697329101563,2022-12-10
"Briar43","Briar",5.89051484375,2022-12-11
"Briar44","Briar",5.539573046875,2022-12-12
"Briar45","Briar",3.04447864990234,2022-12-13
"Briar46","Briar",1.37756146240234,2022-12-14
"Briar47","Briar",1.23624527587891,2022-12-15
"Briar48","Briar",1.80418166503906,2022-12-16
"Briar49","Briar",1.15727331542969,2022-12-17
"Briar50","Briar",2.08287507324219,2022-12-18
"Briar51","Briar",0.700154553222656,2022-12-19
"Briar52","Briar",0.682985180664063,2022-12-20
"Briar53","Briar",0.568673229980469,2022-12-21
"Briar54","Briar",1.26578094482422,2022-12-22
"Briar55","Briar",1.20145316162109,2022-12-23
"Briar56","Briar",0.960653430175781,2022-12-24
"Briar57","Briar",2.17196466064453,2022-12-25
"Briar58","Briar",0.869748999023437,2022-12-26
"Briar59","Briar",1.11385686035156,2022-12-27
"Briar60","Briar",0.679862670898438,2022-12-28
"Briar61","Briar",1.37024704589844,2022-12-29
"Briar62","Briar",0.747022985839844,2022-12-30
"Briar63","Briar",0.652516418457031,2022-12-31
"Briar64","Briar",3.40081766357422,2023-01-01
"Briar65","Briar",3.39459520263672,2023-01-02
"Briar66","Briar",2.32778940429688,2023-01-03
"Briar67","Briar",0.812987976074219,2023-01-04
"Briar68","Briar",0.648778735351562,2023-01-05
"Briar69","Briar",0.823519897460937,2023-01-06
"Briar70","Briar",1.798996875,2023-01-07
"Briar71","Briar",4.89627095947266,2023-01-08
"Briar72","Briar",1.31816904296875,2023-01-09
"Briar73","Briar",0.511504675292969,2023-01-10
"Briar74","Briar",1.45745817871094,2023-01-11
"Briar75","Briar",1.96781624755859,2023-01-12
"Briar76","Briar",1.41763070068359,2023-01-13
"Briar77","Briar",8.21897332763672,2023-01-14
"Briar78","Briar",1.97467514648438,2023-01-15
"Briar79","Briar",1.83280314941406,2023-01-16
"Briar80","Briar",5.94543146972656,2023-01-17
"Briar81","Briar",6.60725454101563,2023-01-18
"Briar82","Briar",2.63082169189453,2023-01-19
"Briar83","Briar",1.43508674316406,2023-01-20
"Briar84","Briar",2.42351887207031,2023-01-21
"Briar85","Briar",2.39783532714844,2023-01-22
"Briar86","Briar",2.01540313720703,2023-01-23
"Briar87","Briar",2.43076301269531,2023-01-24
"Briar88","Briar",2.79542817382813,2023-01-25
"Briar89","Briar",1.97338010253906,2023-01-26
"Briar90","Briar",1.39604086914062,2023-01-27
"Briar91","Briar",3.54244736328125,2023-01-28
"Briar92","Briar",3.59128302001953,2023-01-29
"Briar93","Briar",3.39723822021484,2023-01-30
"Briar94","Briar",2.97088900146484,2023-01-31
"Briar95","Briar",5.60304552001953,2023-02-01
"Briar96","Briar",1.82777902832031,2023-02-02
"Briar97","Briar",0.22526640625,2023-02-03
"Briar98","Briar",0.552402124023437,2023-02-04
"Briar99","Briar",0.990469360351563,2023-02-05
"Briar100","Briar",7.195628515625,2023-02-06
"Briar101","Briar",4.82982976074219,2023-02-07
"Briar102","Briar",5.24766177978516,2023-02-08
"Briar103","Briar",5.28370029296875,2023-02-09
"Briar104","Briar",8.52531812744141,2023-02-10
"Briar105","Briar",7.17606987304687,2023-02-11
"Briar106","Briar",1.79848911132812,2023-02-12
"Briar107","Briar",3.35349331054688,2023-02-13
"Briar108","Briar",4.82689739990234,2023-02-14
"Briar109","Briar",5.43551306152344,2023-02-15
"Briar110","Briar",5.344078515625,2023-02-16
"Briar111","Briar",5.61549293212891,2023-02-17
"Briar112","Briar",6.92874620361328,2023-02-18
"Briar113","Briar",7.2381341796875,2023-02-19
"Briar114","Briar",7.00136627197266,2023-02-20
"Briar115","Briar",8.49549716796875,2023-02-21
"Briar116","Briar",3.79169877929687,2023-02-22
"Briar117","Briar",3.90576188964844,2023-02-23
"Briar118","Briar",7.05768280029297,2023-02-24
"Briar119","Briar",7.50167823486328,2023-02-25
"Briar120","Briar",7.23302833251953,2023-02-26
"Briar121","Briar",9.77248054199219,2023-02-27
"Briar122","Briar",15.6557662231445,2023-02-28
"Briar123","Briar",10.4599903442383,2023-03-01
"Briar124","Briar",13.7268614257812,2023-03-02
"Briar125","Briar",4.01806981201172,2023-03-03
"Briar126","Briar",3.81781905517578,2023-03-04
"Briar127","Briar",2.94162685546875,2023-03-05
"Briar128","Briar",1.24269559326172,2023-03-06
"Briar129","Briar",0.893455773925781,2023-03-07
"Briar130","Briar",3.88405288085937,2023-03-08
"Briar131","Briar",7.71652048339844,2023-03-09
"Briar132","Briar",8.81732004394531,2023-03-10
"Briar133","Briar",1.95703762207031,2023-03-11
"Brook","Brook",1.18621422119141,2023-01-17
"Brook1","Brook",4.51013933105469,2023-01-18
"Brook2","Brook",0.236220129394531,2023-01-19
"Brook3","Brook",0.220177038574219,2023-01-20
"Brook4","Brook",1.07137342529297,2023-01-21
"Brook5","Brook",0.354147436523437,2023-01-22
"Brook6","Brook",0.729103100585938,2023-01-23
"Brook7","Brook",0.378106164550781,2023-01-24
"Brook8","Brook",1.34046687011719,2023-01-25
